설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자
스타벅스 대구계산점 앞,대구광역시,중구,대구광역시 중구 달구벌대로 415길 1,,35.8664672,128.5897143,접이식그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
경북여고 횡단보도 앞,대구광역시,중구,,대구광역시 중구 대봉동 736-38,35.859169,128.591991,접이식그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
시청네거리 북동편,대구광역시,중구,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87169242,128.6010928,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
국채보상공원 삼덕지구대 맞은편,대구광역시,중구,대구광역시 중구 공평로 46,대구광역시 중구 삼덕동2가 3-4,35.86810144,128.6000358,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
경대병원 1번출구 교통섬,대구광역시,중구,,대구광역시 중구 삼덕동2가 199,35.86344803,128.6023481,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
경대병원 4번출구 DGB건물앞,대구광역시,중구,,대구광역시 중구 삼덕동2가 271,35.8635795,128.6030909,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
봉산육거리 북동편,대구광역시,중구,,대구광역시 중구 삼덕동2가 177,35.86404149,128.5995991,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
봉산육거리 북서편 교통섬,대구광역시,중구,,대구광역시 중구 삼덕동1가 44-38,35.86412162,128.5991512,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
한일극장 맞은편,대구광역시,중구,,대구광역시 중구 동성로2가 187-1,35.87016105,128.5955001,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
시청네거리 북서편,대구광역시,중구,,대구광역시 중구 동문동 9-86,35.87161375,128.600605,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
한국투자증권 앞,대구광역시,중구,,대구광역시 중구 봉산동 137-22,35.86509998,128.5964365,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
미즈병원 앞,대구광역시,중구,,대구광역시 중구 계산동2가 271-33,35.86680794,128.5875036,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
신남네거리 북동편,대구광역시,중구,,대구광역시 중구 동산동 635,35.86506246,128.5825339,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
현대백화점 앞,대구광역시,중구,,대구광역시 중구 덕산동 309,35.8661103,128.5907902,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
수창공원 앞,대구광역시,중구,,대구광역시 중구 수창동 174,35.87627968,128.5847926,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
수창공원 건너,대구광역시,중구,대구광역시 중구 태평로 67,대구광역시 중구 태평로3가 188-9,35.87729473,128.5854978,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
신남네거리 북서편,대구광역시,중구,,대구광역시 중구 대신동 858,35.86495411,128.5821071,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
계산오거리 전광판,대구광역시,중구,대구광역시 중구 달구벌대로 2062,대구광역시 중구 남산동 326-1,35.86599621,128.5891736,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
삼덕네거리 서편,대구광역시,중구,대구광역시 중구 달구벌대로 2188,,35.86281663,128.6024429,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
봉산육거리 남동편 교통섬,대구광역시,중구,대구광역시 중구 달구벌대로 2162,,35.86351494,128.5997908,스마트그늘막,,2020,,,대구광역시 중구청,053-661-2897,2026-07-01
태평네거리 북서쪽,대구광역시,중구,,대구광역시 중구 태평로3가 205-9,35.87660792,128.5877076,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
서성네거리 남동쪽,대구광역시,중구,,대구광역시 중구 하서동 33,35.86996531,128.5877046,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
계산오거리 북서쪽,대구광역시,중구,,대구광역시 중구 동산동 312,35.86661176,128.5870924,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
청라언덕역 2번출구 횡단보도,대구광역시,중구,대구광역시 중구 달구벌대로 1992,,35.86444037,128.5821033,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
경북공업고등학교 횡단보도 맞은편,대구광역시,중구,,대구광역시 중구 남산동 2490-1,35.8589758,128.5826279,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
경북공업고등학교 횡단보도,대구광역시,중구,대구광역시 중구 남산로 18,,35.85826194,128.5830026,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
대백프라자 앞 교통섬,대구광역시,중구,,대구광역시 중구 대봉동 121-117,35.85513496,128.6064922,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
신천교네거리 북서편 교통섬,대구광역시,중구,,대구광역시 중구 동인동3가 367-54,35.87337735,128.6105116,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
수성교 남서쪽 교통섬,대구광역시,중구,,대구광역시 중구 대봉동 654-1,35.86183187,128.6080343,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
수성교 남동쪽 교통섬,대구광역시,중구,,대구광역시 중구 대봉동 669-2,35.86115104,128.6079337,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
건들바위네거리 북동쪽 횡단보도,대구광역시,중구,대구광역시 중구 명덕로 261,,35.85579653,128.5986032,스마트그늘막,,2021,,,대구광역시 중구청,053-661-2897,2026-07-01
수성교 북서편 교통섬,대구광역시,중구,,대구광역시 중구 삼덕동3가 379,35.86412136,128.6099933,스마트그늘막,,2022,,,대구광역시 중구청,053-661-2897,2026-07-01
청라언덕역 5번출구 앞,대구광역시,중구,,대구광역시 중구 남산동 97-1,35.86415067,128.5823669,스마트그늘막,,2022,,,대구광역시 중구청,053-661-2897,2026-07-01
청라언덕역 5번출구 맞은편,대구광역시,중구,,대구광역시 중구 남산동103-8,35.86326049,128.5824831,스마트그늘막,,2022,,,대구광역시 중구청,053-661-2897,2026-07-01
동인동 주민쉼터,대구광역시,중구,대구광역시 중구 동덕로 38길 20,,35.87123729,128.6055632,스마트그늘막,,2022,,,대구광역시 중구청,053-661-2897,2026-07-01
신천대로사거리 교통섬,대구광역시,중구,,대구광역시 중구 동인동4가 470-14,35.86865755,128.6130402,스마트그늘막,,2023,,,대구광역시 중구청,053-661-2897,2026-07-01
대구역네거리 교통섬,대구광역시,중구,,대구광역시 중구 태평로2가 33-1,35.87557207,128.5926625,스마트그늘막,,2023,,,대구광역시 중구청,053-661-2897,2026-07-01
CGV 대구한일 앞,대구광역시,중구,,대구광역시 중구 동성로2가 187-1,35.87016105,128.5955001,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
계산성당 앞,대구광역시,중구,대구광역시 중구 서성로 10,대구광역시 중구 계산동2가 71-1,35.87332285,128.5870631,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
서성네거리 남서편,대구광역시,중구,대구광역시 중구 국채보상로 514,대구광역시 중구 서성로2가 46-1,35.86991497,128.5869162,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
달성네거리 북서편 교통섬,대구광역시,중구,,대구광역시 중구 달성동 341-25,35.87826415,128.5807649,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
달성네거리 남서편,대구광역시,중구,,대구광역시 중구 달성동 341-14,35.87722385,128.5815436,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
성내3동 행정복지센터 교통섬,대구광역시,중구,,대구광역시 중구 달성동 251-6,35.87439208,128.5818773,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
CU편의점 앞(달구벌대로 2213),대구광역시,중구,대구광역시 중구 달구벌대로 2213,대구광역시 중구 삼덕동3가 358-3,35.86300903,128.6053985,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
센트로팰리스 동편,대구광역시,중구,대구광역시 중구 대봉로 260,,35.86152722,128.6007501,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
대봉치안센터 건너편,대구광역시,중구,대구광역시 중구 대봉로 240,,35.86039547,128.6023736,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
남산초등학교 앞,대구광역시,중구,,대구광역시 중구 남산동 108-6,35.86176953,128.5827038,스마트그늘막,,2024,,,대구광역시 중구청,053-661-2897,2026-07-01
경북대학교 병원 북서편,대구광역시,중구,,대구광역시 중구 삼덕동2가 50,35.867236,128.603864,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
계산오거리 북서편 SK브로드밴드 앞,대구광역시,중구,,대구광역시 중구 계산동2가 271-33,35.866794,128.587559,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
청라언덕역 8번 출구 앞,대구광역시,중구,,대구광역시 중구 남산동 97-1,35.864734,128.582627,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
청라언덕역 4번 출구 건너편,대구광역시,중구,,대구광역시 중구 남산동3049,35.863463,128.582177,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
청운맨션 앞 횡단보도,대구광역시,중구,,대구광역시 중구 대봉동 111-1,35.858043,128.604997,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
하승우내과 앞,대구광역시,중구,,대구광역시 중구 대봉동 13-21,35.862459,128.605006,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
대구서부교회 앞,대구광역시,중구,,대구광역시 중구 남산동 3031,35.862355,128.574416,스마트그늘막,,2025,,,대구광역시 중구청,053-661-2897,2026-07-01
