설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자
영대병원네거리(관음사 방향),대구광역시,남구,"대구광역시 남구 봉덕로2, (봉덕동)",대구광역시 남구 봉덕동 1301-2,35.84505551,128.5907731,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
헬기장교차로(봉덕초 방향),대구광역시,남구,,대구광역시 남구 봉덕동 1313-3,35.8407006078,128.5979581,접이식그늘막,,2019,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
안지랑네거리(동신점보 앞 - 동편),대구광역시,남구,"대구광역시 남구 대명로177, (대명동, 동신맨션)",대구광역시 남구 대명동 780-3,35.8393720148,128.5771601,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
안지랑네거리(동신점보 앞 - 서편),대구광역시,남구,"대구광역시 남구 대명로177, (대명동, 동신맨션)",대구광역시 남구 대명동 780-3,35.8393720148,128.5771601,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
대구교대삼거리(대구교대 방향),대구광역시,남구,,대구광역시 남구 대명동 1794-36,35.85263741,128.5904199,스마트그늘막,,2019,3,5,대구광역시 남구청,053-664-2924,2024-09-09
명덕네거리(명덕역 3번출구 앞),대구광역시,남구,"대구광역시 남구 중앙대로261, (대명동)",대구광역시 남구 대명동 1790-1,35.85674888,128.5901293,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
명덕네거리(남구보건소 방향),대구광역시,남구,,대구광역시 남구 대명동 2013-141,35.85661806,128.5910695,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
성당시장네거리(대명사회복지관 앞),대구광역시,남구,"대구광역시 남구 양지로8, (대명동)",대구광역시 남구 대명동 3003-23,35.85093195,128.5741218,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
영대병원역(2번출구 앞),대구광역시,남구,"대구광역시 남구 대명로296, (대명동)",대구광역시 남구 대명동 145-2,35.84409366,128.5884191,스마트그늘막,,2019,3,4,대구광역시 남구청,053-664-2924,2024-09-09
영대병원네거리(송한의원 앞),대구광역시,남구,"대구광역시 남구 중앙대로131, (대명동)",대구광역시 남구 대명동 147-6,35.8449142,128.5901854,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
영대병원네거리(K모텔 앞),대구광역시,남구,,대구광역시 남구 대명동 40-8,35.84549086,128.5902229,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
앞산네거리,대구광역시,남구,"대구광역시 남구 대명로213, (대명동)",대구광역시 남구 대명동 1683-15,35.84072583,128.5803798,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
대명119안전센터 앞 인도변,대구광역시,남구,"대구광역시 남구 현충로49, (대명동)",대구광역시 남구 대명동 2680-7,35.8372003915,128.579546,스마트그늘막,,2020,3,4,대구광역시 남구청,053-664-2924,2024-09-09
대명로 횡단보도(대구시설공단 앞),대구광역시,남구,"대구광역시 남구 대명로29, (대명동)",대구광역시 남구 대명동 1593-4,35.83894303,128.5610619,스마트그늘막,,2019,3,4,대구광역시 남구청,053-664-2924,2024-09-09
대명역교차로(남대구세무서 방향),대구광역시,남구,"대구광역시 남구 대명로61, (대명동)",대구광역시 남구 대명동 1593-18,35.83949631,128.5641652,스마트그늘막,,2019,3,4,대구광역시 남구청,053-664-2924,2024-09-09
안지랑네거리(배스킨라빈스 방향),대구광역시,남구,"대구광역시 남구 대명로165, (대명동)",대구광역시 남구 대명동 811-3,35.83932377,128.575809,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
대명네거리(화목한의원 방향),대구광역시,남구,"대구광역시 남구 대명로125, (대명동)",대구광역시 남구 대명동 1637-12,35.83958762,128.571527,접이식그늘막,,2019,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
성당네거리(타이어O방향),대구광역시,남구,,대구광역시 남구 대명동 1135-14,35.83721026,128.5575316723,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
성당네거리(관문시장 방향),대구광역시,남구,,대구광역시 남구 대명동 1135-14,35.83721026,128.5575316723,접이식그늘막,,2018,3.3,4,대구광역시 남구청,053-664-2924,2024-09-09
구민체육광장 앞,대구광역시,남구,,대구광역시 남구 봉덕동 산 93-3,35.8326189604,128.5978196,스마트그늘막,,2020,3,5.4,대구광역시 남구청,053-664-2924,2024-09-09
남명삼거리,대구광역시,남구,"대구광역시 남구 현충로30, (대명동)",대구광역시 남구 대명동 493-36,35.83529283,128.5799638,스마트그늘막,,2020,3,4,대구광역시 남구청,053-664-2924,2024-09-09
중동교 교통섬(봉덕동우체국 방향),대구광역시,남구,,대구광역시 남구 봉덕동 878-14,35.8429104750,128.6063023325,스마트그늘막,,2020,3,4,대구광역시 남구청,053-664-2924,2024-09-09
호텔더팔레스 앞,대구광역시,남구,"대구광역시 남구 이천로13, (봉덕동)",대구광역시 남구 봉덕동 688-1,35.8422728489,128.5976243915,스마트그늘막,,2020,3,5.4,대구광역시 남구청,053-664-2924,2024-09-09
앞산네거리(티브로드 방면),대구광역시,남구,"대구광역시 남구 대명로205, (대명동)",대구광역시 남구 대명동 784-6,35.84035162,128.5794805,접이식그늘막,,2020,3.3,3.8,대구광역시 남구청,053-664-2924,2024-09-09
대구가톨릭병원교차로(전인병원 앞),대구광역시,남구,,대구광역시 남구 대명동 3056-35,35.84384195,128.5696204,접이식그늘막,,2020,3.3,3.8,대구광역시 남구청,053-664-2924,2024-09-09
건들바위 네거리(서봉사 방향),대구광역시,남구,,대구광역시 남구 이천동 437-2,35.85558331,128.5980083901,스마트그늘막,,2021,3,5.4,대구광역시 남구청,053-664-2924,2024-09-09
희망교 교통섬(백년가약 방면),대구광역시,남구,,대구광역시 남구 이천동 569-12,35.8467865945,128.605687,스마트그늘막,,2021,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
중동교 교통섬(영무예다음 방면),대구광역시,남구,,대구광역시 남구 봉덕동 883-10,35.84128324,128.6061651,스마트그늘막,,2021,3,5.4,대구광역시 남구청,053-664-2924,2024-09-09
상동교 네거리,대구광역시,남구,,대구광역시 남구 봉덕동 1203-6,35.83447417,128.6053483901,스마트그늘막,,2021,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
영무예다음 앞,대구광역시,남구,,대구광역시 남구 봉덕동 929-2,35.8412290405,128.6047675740,스마트그늘막,,2022,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
앞산네거리 교통섬,대구광역시,남구,대구광역시 남구 대명로 202,대구광역시 남구 대명동 690-3,35.8396861151,128.5794942973,스마트그늘막,,2022,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
미군부대(캠프워커교차로) 앞,대구광역시,남구,,대구광역시 남구 대명동 286-4,35.8418865991,128.5835694520,스마트그늘막,,2022,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
서부정류장역 3번출구,대구광역시,남구,"대구광역시 남구 월배로 496-2, (대명동)",대구광역시 남구 대명동 1288,35.8369588639,128.5571753075,스마트그늘막,,2023,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
대명역센트럴엘리프 아파트 앞,대구광역시,남구,"대구광역시 남구 대명로14길 60, (대명동)",대구광역시 남구 대명동 3072,35.8365434913,128.5635102469,스마트그늘막,,2024,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
모터워시 앞,대구광역시,남구,"대구광역시 남구 대명남로63, (대명동)",대구광역시 남구 대명동 1087,35.8351705160,128.5649334,스마트그늘막,,2024,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
남대명파출소 앞,대구광역시,남구,"대구광역시 남구 대명남로55, (대명동)",대구광역시 남구 대명동 3073,35.8351700164,128.5642958899,스마트그늘막,,2024,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
S-Oil 주유소 앞 교통섬,대구광역시,남구,,대구광역시 남구 봉덕1동 478-2,35.8500352,128.5984984,스마트그늘막,,2024,3,4.4,대구광역시 남구청,053-664-2924,2024-09-09
큰형님한식뷔페 앞,대구광역시,남구,,대구광역시 남구 대명동 1792-37,35.8548339616,128.5903728031,스마트그늘막,,2024,3,5.4,대구광역시 남구청,053-664-2924,2024-09-09
